0,1,2
10.0,0.0,0.0013150861486792564
11.0,0.0,0.0
7.0,1.689504861831665,2.0488576889038086
6.0,5.992615699768066,0.0
3.0,0.0,0.0014021863462403417
10.0,0.0,0.026022937148809433
11.0,0.0,0.0
7.0,1.0803145170211792,3.2193491458892822
6.0,7.031092166900635,0.0
3.0,0.0,0.0015245716786012053
10.0,0.015102039091289043,0.03108683042228222
11.0,0.0,0.0
7.0,1.5460478067398071,1.493951439857483
6.0,5.475741386413574,0.0
3.0,0.0,0.0010366197675466537
10.0,0.0,0.0013150861486792564
11.0,0.0,0.0
7.0,1.3986777067184448,6.715212345123291
1.0,8.325345993041992,6.560293674468994
6.0,6.611725330352783,0.0
3.0,0.0,0.0010366197675466537
10.0,0.0,0.0013150861486792564
11.0,0.0,0.0
7.0,1.1345032453536987,0.14079336822032928
15.0,8.772363662719727,8.18751335144043
5.0,9.996870040893555,8.000264167785645
9.0,8.175798416137695,3.969374895095825
4.0,3.492591381072998,8.425496101379395
14.0,12.333614349365234,1.6622414588928223
17.0,4.880812644958496,7.839888095855713
3.0,0.0,0.0010366197675466537
10.0,0.0,0.0013150861486792564
11.0,0.0,0.0
7.0,0.6177935600280762,1.5124529600143433
15.0,7.390103816986084,6.14769983291626
5.0,10.397854804992676,0.07529336959123611
3.0,0.0,0.013390228152275085
10.0,0.0,0.0013150861486792564
11.0,0.0,0.0
7.0,1.4464627504348755,0.11976820230484009
15.0,7.404365539550781,5.560904502868652
5.0,7.963140964508057,5.589972972869873
9.0,13.721612930297852,5.730932712554932
4.0,4.292383193969727,9.235112190246582
14.0,15.26032829284668,4.497897624969482
17.0,11.322701454162598,4.4026665687561035
12.0,10.496850967407227,0.05385717749595642
3.0,0.0,0.012000438757240772
10.0,0.0,0.0013150861486792564
11.0,0.0,0.0
7.0,1.789445400238037,1.6811963319778442
1.0,11.437479972839355,6.367075443267822
6.0,11.525638580322266,0.0
3.0,0.0,0.0010366197675466537
10.0,0.0,0.0013150861486792564
11.0,0.0,0.0
